

Trajectories
100
,,LeftHand:Index1,,,LeftHand:Index2,,,LeftHand:Index3,,,LeftHand:Thumb1,,,LeftHand:Thumb2,,,LeftHand:Thumb3,,,LeftHand:Wrist1,,,LeftHand:Wrist2,,,LeftHand:Wrist3,,,LeftHand:Wrist4,,,Realsense:Camera1,,,Realsense:Camera2,,,Realsense:Camera3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1365,0,1167.606201,772.740112,746.651062,1193.552979,763.629700,745.343750,1214.690796,755.696716,747.742310,1089.200928,756.277100,744.257996,1112.548096,736.236633,744.628113,1136.889404,717.317810,746.710510,1123.503540,798.899963,744.029846,1118.793823,827.763794,745.064331,1073.935547,810.467957,745.722839,1005.405396,802.170715,745.192139,1524.883423,832.517090,1709.875854,1507.052368,781.388000,1724.264648,1521.368164,727.521423,1710.608032
1366,0,1167.624878,772.736206,746.647156,1193.552246,763.637939,745.343262,1214.698730,755.707947,747.747314,1089.192017,756.282104,744.265991,1112.548828,736.251343,744.637451,1136.894775,717.314026,746.710205,1123.499634,798.892822,744.031189,1118.781982,827.748535,745.056030,1073.934448,810.466187,745.706787,1005.405640,802.179382,745.184570,1524.887817,832.519226,1709.879639,1507.052612,781.393677,1724.271851,1521.388306,727.509827,1710.609985
1367,0,1167.611084,772.739563,746.646484,1193.551392,763.610107,745.338623,1214.691895,755.700623,747.744080,1089.187378,756.278320,744.256836,1112.548950,736.240845,744.632690,1136.894653,717.323486,746.720825,1123.516113,798.894592,744.031860,1118.782227,827.760559,745.068481,1073.938965,810.479309,745.722473,1005.400879,802.163269,745.184570,1524.884155,832.521545,1709.880127,1507.053101,781.384338,1724.250488,1521.380127,727.522034,1710.611938
1368,0,1167.601318,772.716309,746.640198,1193.540894,763.604736,745.334778,1214.681763,755.680847,747.742981,1089.195190,756.257507,744.252502,1112.541626,736.233215,744.630066,1136.886353,717.307190,746.705566,1123.504883,798.892456,744.050049,1118.771729,827.749146,745.072815,1073.930054,810.448975,745.702820,1005.398132,802.147949,745.187561,1524.886108,832.513855,1709.881836,1507.052124,781.395325,1724.261963,1521.393311,727.536438,1710.603760
1369,0,1167.599854,772.705078,746.644836,1193.541748,763.599670,745.344849,1214.669556,755.661560,747.741394,1089.178589,756.259888,744.261353,1112.538452,736.220459,744.638062,1136.876343,717.292419,746.709534,1123.491211,798.864685,744.036743,1118.771240,827.728699,745.059998,1073.930664,810.449036,745.719299,1005.389343,802.146362,745.182556,1524.880493,832.515076,1709.879395,1507.056519,781.385986,1724.253296,1521.382324,727.539917,1710.592285
1370,0,1167.598511,772.730408,746.672974,1193.533569,763.604736,745.354187,1214.679077,755.676819,747.759094,1089.186157,756.262390,744.276245,1112.534302,736.223572,744.642578,1136.880249,717.310181,746.724365,1123.488647,798.880554,744.044250,1118.767944,827.737488,745.071899,1073.925171,810.450012,745.725098,1005.389709,802.154846,745.190857,1524.885254,832.517578,1709.876099,1507.050537,781.387817,1724.259155,1521.377319,727.532532,1710.604614
1371,0,1167.588257,772.689880,746.645325,1193.538574,763.595215,745.362671,1214.668457,755.669800,747.759583,1089.173950,756.257385,744.276062,1112.525146,736.212463,744.634521,1136.871094,717.291382,746.724182,1123.490601,798.873779,744.048218,1118.767334,827.731995,745.069702,1073.925171,810.440735,745.723083,1005.390747,802.141846,745.188843,1524.890747,832.519714,1709.880737,1507.054565,781.378174,1724.256958,1521.377197,727.537842,1710.609009
1372,0,1167.584351,772.693604,746.646729,1193.524048,763.570496,745.344299,1214.662720,755.645569,747.752075,1089.170898,756.235046,744.266052,1112.525879,736.208496,744.645325,1136.858032,717.275635,746.716919,1123.473022,798.859741,744.047119,1118.758057,827.701965,745.067261,1073.905151,810.427124,745.716614,1005.378113,802.121948,745.180481,1524.879150,832.521851,1709.877441,1507.055298,781.390686,1724.258179,1521.383057,727.521973,1710.596924
1373,0,1167.573975,772.694763,746.665039,1193.526733,763.579956,745.358093,1214.659180,755.651306,747.757507,1089.161133,756.247986,744.273315,1112.514893,736.205322,744.648071,1136.855103,717.276306,746.712830,1123.481567,798.848633,744.045227,1118.762207,827.716370,745.076172,1073.909668,810.427185,745.724243,1005.379456,802.129700,745.199829,1524.886475,832.524292,1709.886841,1507.051025,781.386658,1724.247681,1521.378174,727.548645,1710.609497
1374,0,1167.588379,772.695435,746.659790,1193.528076,763.587891,745.361816,1214.668823,755.654236,747.764771,1089.168213,756.244873,744.285339,1112.523193,736.210205,744.657288,1136.869995,717.289001,746.739075,1123.483398,798.862427,744.048584,1118.762207,827.726624,745.078308,1073.912354,810.433472,745.726257,1005.372742,802.137573,745.200195,1524.885132,832.519104,1709.883179,1507.051392,781.395691,1724.269165,1521.394409,727.506958,1710.620239
1375,0,1167.574463,772.695435,746.645752,1193.518066,763.582886,745.353638,1214.654053,755.657715,747.763794,1089.158936,756.239319,744.263977,1112.513916,736.209106,744.638977,1136.869019,717.290466,746.721252,1123.494141,798.862732,744.047058,1118.760620,827.729858,745.084534,1073.906860,810.434143,745.707336,1005.376587,802.129333,745.177856,1524.893311,832.515137,1709.882202,1507.052612,781.392822,1724.248169,1521.390625,727.525391,1710.592651
1376,0,1167.577881,772.698181,746.652466,1193.525757,763.577637,745.344055,1214.656128,755.640381,747.756470,1089.158813,756.248291,744.269043,1112.516724,736.211243,744.638977,1136.864380,717.277100,746.712036,1123.486328,798.857849,744.049072,1118.766724,827.723633,745.071594,1073.918823,810.421082,745.699097,1005.377625,802.129272,745.184570,1524.889771,832.512512,1709.883057,1507.056274,781.386841,1724.264282,1521.384521,727.522217,1710.588623
1377,0,1167.575684,772.687195,746.652466,1193.517944,763.577881,745.361877,1214.659790,755.647766,747.754272,1089.159302,756.239258,744.276672,1112.521118,736.222351,744.671387,1136.855469,717.276062,746.711304,1123.484497,798.853577,744.044556,1118.757446,827.716125,745.075500,1073.904053,810.430054,745.713318,1005.373840,802.148193,745.211426,1524.883057,832.511108,1709.882202,1507.051270,781.394958,1724.267212,1521.378052,727.529053,1710.622070
1378,0,1167.589111,772.708435,746.653564,1193.530884,763.601257,745.360718,1214.666626,755.664124,747.765076,1089.177734,756.260742,744.275574,1112.531616,736.222595,744.652954,1136.869141,717.296570,746.720032,1123.472046,798.862427,744.047791,1118.755493,827.723999,745.056519,1073.916260,810.446045,745.727966,1005.387634,802.160400,745.214050,1524.882935,832.520630,1709.873413,1507.048096,781.400330,1724.261597,1521.389771,727.516785,1710.610107
1379,0,1167.586426,772.716919,746.641663,1193.533813,763.598022,745.339722,1214.673462,755.674988,747.753601,1089.173096,756.263245,744.269165,1112.533325,736.225403,744.635010,1136.877197,717.295654,746.702820,1123.497192,798.874084,744.038757,1118.771484,827.742126,745.073608,1073.921143,810.442078,745.711243,1005.393494,802.160767,745.192200,1524.879150,832.516113,1709.874878,1507.052734,781.399597,1724.254028,1521.388184,727.520752,1710.609619
1380,0,1167.597412,772.713745,746.646667,1193.536377,763.606812,745.351013,1214.679565,755.673096,747.744507,1089.177246,756.264893,744.262573,1112.528564,736.217896,744.623230,1136.879517,717.287659,746.702515,1123.491699,798.881531,744.052307,1118.769775,827.738464,745.066223,1073.918945,810.447510,745.713501,1005.389343,802.155762,745.179138,1524.881836,832.525696,1709.886230,1507.050659,781.390259,1724.254150,1521.373657,727.525940,1710.589600
1381,0,1167.590454,772.722534,746.653503,1193.540405,763.601257,745.338562,1214.672485,755.689087,747.765808,1089.185425,756.265808,744.266479,1112.527954,736.221436,744.630859,1136.878174,717.295837,746.714294,1123.486938,798.877502,744.048218,1118.766846,827.732056,745.064148,1073.924561,810.451111,745.721497,1005.392456,802.158020,745.190674,1524.881104,832.513428,1709.883667,1507.051025,781.391907,1724.270996,1521.372559,727.529785,1710.607056
1382,0,1167.601929,772.739563,746.654480,1193.539917,763.623352,745.341919,1214.682983,755.704895,747.762756,1089.179932,756.283569,744.274475,1112.531494,736.249512,744.641235,1136.881470,717.329224,746.727173,1123.496338,798.893372,744.036316,1118.771484,827.747681,745.055603,1073.927124,810.471802,745.729370,1005.395386,802.166016,745.193237,1524.892212,832.523621,1709.878296,1507.053467,781.395752,1724.262207,1521.389893,727.540466,1710.600708
1383,0,1167.610107,772.747559,746.652100,1193.547607,763.629883,745.343140,1214.685425,755.703308,747.745972,1089.195068,756.273560,744.256592,1112.542847,736.247742,744.620605,1136.887817,717.320007,746.697388,1123.496338,798.890747,744.025574,1118.774414,827.762390,745.055054,1073.926392,810.467041,745.706238,1005.402893,802.175964,745.182800,1524.882446,832.517578,1709.889160,1507.057129,781.393311,1724.254150,1521.381348,727.527588,1710.600830
1384,0,1167.602661,772.731750,746.630615,1193.537476,763.618286,745.341431,1214.687134,755.691833,747.747803,1089.191040,756.268127,744.269531,1112.540527,736.234802,744.633118,1136.888672,717.317993,746.717651,1123.489990,798.897095,744.043823,1118.774536,827.762085,745.067200,1073.936279,810.469116,745.720520,1005.403870,802.166321,745.186157,1524.886108,832.530029,1709.890137,1507.056274,781.382507,1724.260376,1521.394043,727.535278,1710.587036
1385,0,1167.608765,772.752075,746.671509,1193.541626,763.624634,745.351318,1214.688232,755.687134,747.748718,1089.178345,756.262451,744.269043,1112.538452,736.240479,744.647705,1136.884155,717.310486,746.714539,1123.494019,798.888489,744.044250,1118.768799,827.749023,745.066528,1073.930664,810.450623,745.714417,1005.396118,802.175476,745.198914,1524.879395,832.509460,1709.876465,1507.047363,781.384949,1724.263916,1521.377930,727.526794,1710.610840
1386,0,1167.589355,772.721680,746.631836,1193.545288,763.619080,745.342651,1214.672974,755.702942,747.757446,1089.187378,756.282104,744.277710,1112.546143,736.241577,744.635986,1136.885010,717.311523,746.700317,1123.493652,798.886169,744.032959,1118.775513,827.740234,745.045044,1073.928345,810.465881,745.718628,1005.395874,802.171143,745.181396,1524.882446,832.520325,1709.875488,1507.053589,781.388184,1724.256226,1521.384888,727.514587,1710.607300
1387,0,1167.611206,772.726929,746.639709,1193.543823,763.606018,745.326477,1214.689697,755.694641,747.747925,1089.186157,756.269287,744.263428,1112.529297,736.232300,744.620667,1136.883179,717.307251,746.706848,1123.493164,798.882996,744.037781,1118.773438,827.754272,745.061707,1073.926392,810.460388,745.712708,1005.397705,802.174316,745.194153,1524.882202,832.510254,1709.876709,1507.050903,781.388611,1724.257812,1521.399902,727.507446,1710.598511
1388,0,1167.600342,772.723755,746.659973,1193.530762,763.602478,745.344116,1214.685425,755.686157,747.758728,1089.183960,756.261841,744.270447,1112.535889,736.225525,744.637817,1136.873901,717.288940,746.712463,1123.494263,798.877563,744.044373,1118.771118,827.741516,745.069031,1073.922852,810.455383,745.715576,1005.392456,802.155090,745.179688,1524.878052,832.530212,1709.890991,1507.055664,781.386902,1724.258911,1521.393433,727.526733,1710.604736
1389,0,1167.584717,772.709351,746.650452,1193.544067,763.603088,745.366943,1214.682373,755.679749,747.759888,1089.174316,756.256104,744.269409,1112.536499,736.220520,744.637634,1136.872803,717.291992,746.707825,1123.489380,798.864380,744.038574,1118.764404,827.725159,745.060913,1073.917480,810.440796,745.716553,1005.387329,802.152710,745.193176,1524.889771,832.514771,1709.888184,1507.042480,781.392639,1724.262207,1521.382080,727.527405,1710.598999
1390,0,1167.591309,772.714294,746.650818,1193.533813,763.605652,745.348511,1214.671631,755.671326,747.743347,1089.176270,756.262573,744.271606,1112.537842,736.210083,744.633667,1136.877563,717.304626,746.713440,1123.484741,798.882202,744.050720,1118.769531,827.732361,745.061218,1073.916382,810.449158,745.709961,1005.389221,802.148193,745.183777,1524.887939,832.511047,1709.873413,1507.043091,781.388367,1724.264526,1521.393311,727.540771,1710.605347
1391,0,1167.590820,772.706787,746.650146,1193.534180,763.596924,745.358093,1214.669678,755.657715,747.743408,1089.176270,756.236145,744.241760,1112.526489,736.202759,744.627686,1136.863525,717.278442,746.707275,1123.478149,798.871277,744.058105,1118.761353,827.724182,745.059143,1073.916260,810.436279,745.714111,1005.385132,802.159119,745.190247,1524.887939,832.523254,1709.886963,1507.048218,781.393555,1724.254395,1521.376465,727.488831,1710.597290
1392,0,1167.588989,772.698486,746.672546,1193.533203,763.579834,745.358643,1214.668945,755.659180,747.761719,1089.179321,756.252319,744.290710,1112.532837,736.209106,744.651550,1136.869141,717.281067,746.725891,1123.493652,798.858154,744.049927,1118.763550,827.721191,745.084167,1073.913940,810.425171,745.720520,1005.391602,802.140442,745.208252,1524.882935,832.517883,1709.892212,1507.052368,781.383362,1724.263062,1521.372803,727.521790,1710.598755
1393,0,1167.585083,772.677734,746.641602,1193.521484,763.598206,745.373718,1214.658447,755.644470,747.753113,1089.166626,756.232483,744.268799,1112.518799,736.206360,744.638306,1136.858643,717.267639,746.716919,1123.485229,798.854614,744.049011,1118.751709,827.710815,745.065002,1073.912842,810.438782,745.733337,1005.368958,802.132935,745.193481,1524.884277,832.512573,1709.878906,1507.047241,781.396973,1724.270508,1521.386719,727.501831,1710.604004
1394,0,1167.594727,772.710693,746.665894,1193.521484,763.586426,745.352600,1214.661743,755.650940,747.746033,1089.166992,756.257080,744.280579,1112.517456,736.211426,744.651123,1136.862183,717.287964,746.714844,1123.477905,798.863708,744.040710,1118.752686,827.719543,745.066406,1073.914551,810.441772,745.721130,1005.374451,802.149902,745.204956,1524.884033,832.521729,1709.875854,1507.052124,781.391968,1724.252197,1521.376465,727.514038,1710.594604
1395,0,1167.583496,772.685181,746.651794,1193.532959,763.596741,745.360229,1214.673340,755.662415,747.761169,1089.166992,756.255615,744.280212,1112.526733,736.207458,744.636475,1136.868286,717.286743,746.716370,1123.487183,798.858521,744.050964,1118.770508,827.734375,745.085449,1073.921509,810.436951,745.735229,1005.378479,802.137329,745.181335,1524.885376,832.513306,1709.882812,1507.047852,781.393005,1724.262695,1521.378052,727.530701,1710.593262
1396,0,1167.601807,772.693420,746.664490,1193.535034,763.576782,745.352356,1214.678467,755.654297,747.757385,1089.180420,756.244873,744.270569,1112.531006,736.205444,744.637939,1136.876343,717.280884,746.714661,1123.487183,798.858948,744.035339,1118.764038,827.715332,745.067505,1073.921997,810.433105,745.723267,1005.385254,802.145630,745.209045,1524.883667,832.517639,1709.884888,1507.049927,781.393066,1724.270752,1521.377930,727.533630,1710.609985
1397,0,1167.592407,772.701111,746.648132,1193.523560,763.590149,745.352844,1214.666748,755.653687,747.740173,1089.172363,756.238586,744.262939,1112.525879,736.204041,744.633423,1136.868774,717.275208,746.706055,1123.479004,798.856445,744.037903,1118.757080,827.722717,745.065369,1073.913208,810.436035,745.718628,1005.383240,802.142578,745.192871,1524.883179,832.514465,1709.879761,1507.048462,781.390564,1724.259155,1521.350586,727.537109,1710.619629
1398,0,1167.580688,772.711182,746.644836,1193.536011,763.587891,745.347290,1214.682007,755.676636,747.758118,1089.171631,756.242554,744.245178,1112.525513,736.221191,744.635925,1136.868896,717.286499,746.704346,1123.487305,798.867249,744.044434,1118.766724,827.727173,745.059448,1073.922852,810.448608,745.719421,1005.387085,802.148132,745.184692,1524.882324,832.522827,1709.878540,1507.053589,781.396973,1724.261230,1521.385498,727.530884,1710.597412
1399,0,1167.607056,772.719482,746.665588,1193.535156,763.602539,745.351440,1214.678345,755.665771,747.745605,1089.178223,756.263550,744.261658,1112.536011,736.222534,744.635010,1136.884033,717.302673,746.719055,1123.489380,798.865479,744.034912,1118.767334,827.749084,745.076904,1073.927612,810.446960,745.721497,1005.396851,802.161377,745.201904,1524.880615,832.514893,1709.881836,1507.045654,781.399841,1724.263550,1521.387817,727.511719,1710.603394
1400,0,1167.602539,772.712524,746.646057,1193.547852,763.604065,745.343628,1214.682495,755.678833,747.754272,1089.184448,756.255798,744.260986,1112.536377,736.215393,744.634888,1136.891846,717.299805,746.722656,1123.492432,798.874695,744.044495,1118.776001,827.737915,745.075195,1073.933472,810.443054,745.708496,1005.392761,802.151123,745.181030,1524.882935,832.515320,1709.891113,1507.053223,781.386047,1724.258911,1521.372437,727.506897,1710.609619
1401,0,1167.603760,772.711304,746.628662,1193.540161,763.608582,745.344543,1214.682861,755.689575,747.742920,1089.185181,756.264832,744.271667,1112.537964,736.232788,744.632690,1136.880127,717.301880,746.716064,1123.505859,798.881775,744.030884,1118.773682,827.740234,745.058044,1073.924438,810.444763,745.705750,1005.401001,802.167114,745.192139,1524.888672,832.509277,1709.880005,1507.049194,781.387085,1724.262207,1521.368652,727.536072,1710.585815
1402,0,1167.600342,772.732910,746.643677,1193.550293,763.620117,745.339417,1214.688721,755.687317,747.731995,1089.173340,756.264587,744.240845,1112.541260,736.237000,744.632507,1136.888672,717.316467,746.713928,1123.499756,798.883545,744.033875,1118.779541,827.750366,745.060547,1073.930298,810.452637,745.711426,1005.408752,802.178955,745.195984,1524.875854,832.516113,1709.874023,1507.053467,781.396118,1724.260742,1521.381836,727.512329,1710.605591
1403,0,1167.606567,772.740662,746.653381,1193.553467,763.635254,745.353882,1214.690552,755.692932,747.734741,1089.196289,756.273743,744.272705,1112.558105,736.239929,744.639771,1136.892334,717.316345,746.709656,1123.501587,798.882874,744.031189,1118.784424,827.761902,745.065125,1073.936401,810.467957,745.722351,1005.403870,802.166260,745.188843,1524.885742,832.515991,1709.885864,1507.053833,781.393433,1724.254639,1521.387329,727.534729,1710.613892
1404,0,1167.609619,772.720459,746.629639,1193.552734,763.600098,745.333191,1214.702881,755.698425,747.752441,1089.200317,756.261047,744.257996,1112.557617,736.247253,744.650879,1136.897705,717.300964,746.707886,1123.517944,798.882751,744.036011,1118.786865,827.756042,745.063171,1073.940796,810.463318,745.718994,1005.402710,802.167908,745.186951,1524.890625,832.515015,1709.884766,1507.052368,781.379822,1724.257202,1521.386841,727.514282,1710.602539
1405,0,1167.609497,772.721924,746.627197,1193.551025,763.606750,745.327576,1214.689331,755.685913,747.730530,1089.191772,756.270813,744.264832,1112.544922,736.218384,744.621399,1136.888062,717.311768,746.705750,1123.512573,798.875061,744.024048,1118.777222,827.753906,745.061401,1073.929932,810.453552,745.701416,1005.399353,802.157776,745.181396,1524.879272,832.516541,1709.877197,1507.049927,781.388855,1724.246948,1521.380005,727.532288,1710.606323
1406,0,1167.618896,772.739563,746.657043,1193.558350,763.609619,745.330933,1214.698608,755.691467,747.739014,1089.193237,756.260071,744.252197,1112.550293,736.238281,744.632629,1136.891724,717.320251,746.714355,1123.513916,798.888123,744.025391,1118.781860,827.746216,745.049683,1073.935059,810.462036,745.705627,1005.398987,802.171265,745.190918,1524.879883,832.519714,1709.880981,1507.044312,781.390808,1724.247070,1521.389160,727.536438,1710.595947
1407,0,1167.618408,772.723877,746.636780,1193.558594,763.609070,745.339783,1214.694702,755.687927,747.733948,1089.192017,756.273743,744.259033,1112.551880,736.243347,744.639343,1136.898193,717.323486,746.712585,1123.517334,798.878906,744.028809,1118.789551,827.753662,745.057434,1073.941895,810.463074,745.713318,1005.405334,802.165649,745.186218,1524.879272,832.511169,1709.877441,1507.047485,781.391052,1724.256714,1521.393066,727.516174,1710.611206
1408,0,1167.621704,772.724060,746.643677,1193.559937,763.593872,745.334351,1214.692383,755.671875,747.732727,1089.192993,756.254517,744.258057,1112.550781,736.230835,744.636169,1136.892822,717.290527,746.703979,1123.527710,798.867371,744.024414,1118.786499,827.736328,745.058228,1073.930298,810.448608,745.710876,1005.415344,802.154480,745.190002,1524.883911,832.516541,1709.880127,1507.053101,781.395996,1724.258179,1521.378296,727.515076,1710.598999
1409,0,1167.614990,772.706055,746.651855,1193.536377,763.584839,745.333923,1214.685913,755.672424,747.743835,1089.192017,756.231750,744.238525,1112.541748,736.212585,744.631531,1136.885132,717.283569,746.699707,1123.500488,798.873474,744.036743,1118.783569,827.721863,745.051575,1073.934570,810.442932,745.713806,1005.407715,802.143372,745.188782,1524.882812,832.519714,1709.890015,1507.048950,781.393066,1724.259644,1521.368530,727.533569,1710.596680
1410,0,1167.604004,772.713562,746.642273,1193.548096,763.604370,745.348816,1214.690552,755.678528,747.750183,1089.189087,756.269165,744.274414,1112.541992,736.218445,744.631042,1136.895996,717.299194,746.712891,1123.505127,798.863220,744.030090,1118.776001,827.734680,745.061096,1073.926025,810.456360,745.717957,1005.397888,802.160156,745.197205,1524.878784,832.518738,1709.880127,1507.047607,781.388794,1724.255249,1521.363892,727.511963,1710.594238
1411,0,1167.614624,772.719666,746.644897,1193.546997,763.589478,745.343140,1214.694092,755.670593,747.740601,1089.190674,756.250244,744.259583,1112.546631,736.227844,744.647339,1136.887695,717.311646,746.729065,1123.508911,798.872498,744.031982,1118.787354,827.734497,745.060120,1073.937866,810.451721,745.721863,1005.405090,802.164246,745.197754,1524.880371,832.515747,1709.881104,1507.050049,781.390137,1724.243652,1521.369507,727.534302,1710.605957
1412,0,1167.609863,772.696960,746.647705,1193.556885,763.587402,745.334045,1214.692261,755.647888,747.748901,1089.193848,756.254578,744.269714,1112.544678,736.206543,744.626465,1136.880127,717.283875,746.707886,1123.514893,798.861633,744.036743,1118.779297,827.727539,745.065308,1073.934448,810.436646,745.712585,1005.396729,802.141235,745.181213,1524.878540,832.515076,1709.880005,1507.049561,781.390259,1724.254395,1521.375488,727.510071,1710.595703
1413,0,1167.599976,772.682190,746.615295,1193.537964,763.584534,745.329834,1214.675781,755.640503,747.732117,1089.185913,756.221375,744.240540,1112.533447,736.190308,744.624146,1136.872314,717.277649,746.716980,1123.504761,798.865784,744.050354,1118.774414,827.726074,745.069214,1073.927856,810.421448,745.701416,1005.393372,802.132690,745.192444,1524.878540,832.522278,1709.882690,1507.047363,781.387451,1724.255859,1521.369629,727.531555,1710.607544
1414,0,1167.605225,772.700317,746.657776,1193.544678,763.581177,745.334656,1214.685791,755.662842,747.750977,1089.181885,756.243530,744.257935,1112.541382,736.210693,744.640381,1136.879395,717.291016,746.721375,1123.504028,798.852600,744.034546,1118.773315,827.734619,745.066895,1073.928833,810.439514,745.728516,1005.399719,802.142151,745.193420,1524.883179,832.507874,1709.881470,1507.047729,781.387207,1724.253052,1521.354980,727.526062,1710.605713
1415,0,1167.600830,772.715698,746.640076,1193.546143,763.595215,745.338135,1214.684692,755.656799,747.743225,1089.187744,756.263977,744.273743,1112.553589,736.212891,744.634155,1136.886353,717.293579,746.719849,1123.501953,798.876831,744.049744,1118.786743,827.721313,745.065247,1073.929443,810.440491,745.715332,1005.408875,802.155640,745.200623,1524.880859,832.511292,1709.881104,1507.041382,781.389832,1724.255615,1521.391357,727.504150,1710.593750
1416,0,1167.613281,772.698364,746.638916,1193.551880,763.576294,745.327209,1214.686523,755.655396,747.735779,1089.191406,756.246277,744.255005,1112.544189,736.217651,744.631104,1136.884521,717.283325,746.707581,1123.505615,798.863464,744.035217,1118.787720,827.737366,745.075256,1073.931885,810.437317,745.703491,1005.402832,802.138123,745.182251,1524.887207,832.512695,1709.878052,1507.048950,781.391174,1724.265015,1521.375244,727.522705,1710.588379
1417,0,1167.605957,772.700256,746.643921,1193.553589,763.585693,745.347229,1214.690796,755.652527,747.735474,1089.196411,756.253296,744.265259,1112.542114,736.211487,744.637573,1136.885010,717.296387,746.714539,1123.505493,798.858887,744.031677,1118.777588,827.730835,745.068420,1073.936768,810.432251,745.718079,1005.400391,802.149658,745.190247,1524.884033,832.503235,1709.880615,1507.048706,781.389465,1724.262939,1521.382812,727.508057,1710.594849
1418,0,1167.608276,772.718018,746.642761,1193.560425,763.608887,745.351135,1214.686035,755.665161,747.740051,1089.194092,756.259033,744.258850,1112.543213,736.218750,744.643188,1136.894287,717.303406,746.723206,1123.501099,798.861450,744.034180,1118.776489,827.727661,745.058655,1073.938599,810.462463,745.731384,1005.398376,802.150757,745.192017,1524.875000,832.526367,1709.884888,1507.055298,781.381714,1724.259155,1521.367310,727.542908,1710.603516
1419,0,1167.619141,772.720215,746.642822,1193.557739,763.612549,745.339478,1214.695435,755.680054,747.743652,1089.192017,756.268860,744.265259,1112.538696,736.214172,744.623840,1136.894653,717.305786,746.716125,1123.509399,798.878784,744.029053,1118.792358,827.757935,745.068604,1073.935425,810.464417,745.726318,1005.407104,802.172546,745.200745,1524.887329,832.519470,1709.881714,1507.051025,781.383240,1724.238159,1521.369751,727.520142,1710.590454
1420,0,1167.618774,772.713562,746.625427,1193.552979,763.591431,745.322205,1214.708618,755.675903,747.729187,1089.202393,756.249756,744.250000,1112.551270,736.207336,744.612366,1136.897949,717.293152,746.699951,1123.519531,798.882019,744.036194,1118.789917,827.744812,745.065796,1073.940918,810.436279,745.688110,1005.412354,802.143555,745.180420,1524.882812,832.517029,1709.884644,1507.047241,781.389343,1724.265503,1521.369141,727.540527,1710.600342
1421,0,1167.632202,772.729370,746.652283,1193.556763,763.606689,745.327271,1214.700562,755.672363,747.734192,1089.210205,756.254761,744.254150,1112.562744,736.227783,744.627014,1136.903931,717.302307,746.702942,1123.522461,798.878418,744.041077,1118.787231,827.742371,745.062805,1073.941895,810.440308,745.704285,1005.406982,802.153809,745.196228,1524.884644,832.512573,1709.881348,1507.048218,781.392578,1724.259644,1521.383545,727.467163,1710.589478
1422,0,1167.630981,772.738098,746.650024,1193.563599,763.612976,745.344177,1214.701050,755.691345,747.752441,1089.207642,756.277893,744.269348,1112.559692,736.243408,744.645081,1136.899048,717.314575,746.716553,1123.513184,798.888916,744.038025,1118.785645,827.758057,745.058899,1073.947144,810.462097,745.718018,1005.412720,802.160889,745.198792,1524.881348,832.514282,1709.880371,1507.043091,781.396851,1724.268677,1521.371582,727.522583,1710.627441
1423,0,1167.627441,772.741394,746.640930,1193.562012,763.619385,745.331238,1214.703125,755.696777,747.730225,1089.209106,756.282410,744.256714,1112.571533,736.246643,744.630859,1136.907104,717.322205,746.705139,1123.515869,798.897644,744.031006,1118.801758,827.765991,745.057800,1073.948730,810.473083,745.710449,1005.418762,802.179871,745.193909,1524.882202,832.514771,1709.879517,1507.052490,781.389465,1724.246948,1521.377319,727.525635,1710.606323
1424,0,1167.626953,772.715210,746.619507,1193.576050,763.598022,745.318298,1214.714722,755.684692,747.712402,1089.210449,756.263794,744.240356,1112.563232,736.231018,744.619812,1136.900024,717.296936,746.689636,1123.538574,798.871826,744.017212,1118.798950,827.758484,745.064453,1073.950684,810.448914,745.698303,1005.420105,802.160400,745.178833,1524.878784,832.507019,1709.877563,1507.044189,781.378296,1724.253540,1521.389526,727.511963,1710.597534
1425,0,1167.627563,772.712952,746.627319,1193.566040,763.603882,745.328369,1214.705200,755.672363,747.727722,1089.206665,756.255188,744.245667,1112.567139,736.226685,744.635498,1136.900513,717.303467,746.710876,1123.524048,798.874939,744.037903,1118.802124,827.744934,745.057312,1073.949951,810.444458,745.707825,1005.424011,802.151306,745.198120,1524.880859,832.517700,1709.892212,1507.046021,781.386963,1724.256104,1521.383545,727.510132,1710.600342
1426,0,1167.624878,772.733337,746.652527,1193.571167,763.609802,745.334473,1214.710938,755.689453,747.735474,1089.208862,756.282410,744.265564,1112.563721,736.240234,744.641724,1136.909424,717.316895,746.722473,1123.525391,798.872009,744.015991,1118.797363,827.747742,745.062622,1073.937012,810.474670,745.721985,1005.416870,802.166748,745.191040,1524.881836,832.513977,1709.879883,1507.049683,781.391235,1724.259399,1521.359253,727.518372,1710.600464
