

Trajectories
100
,,LeftHand:Index1,,,LeftHand:Index2,,,LeftHand:Index3,,,LeftHand:Thumb1,,,LeftHand:Thumb2,,,LeftHand:Thumb3,,,LeftHand:Wrist1,,,LeftHand:Wrist2,,,LeftHand:Wrist3,,,LeftHand:Wrist4,,,Realsense:Camera1,,,Realsense:Camera2,,,Realsense:Camera3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
739,0,1173.879517,765.054810,746.634094,1199.501343,754.961121,745.433838,1220.326538,746.304749,747.736450,1094.940918,751.755615,744.182068,1117.647217,730.829224,744.698608,1141.338013,711.247559,746.876648,1130.884155,793.238403,744.234009,1127.492798,822.204346,745.204468,1081.591064,807.013123,745.530029,1011.845459,802.222656,745.384705,1523.841187,832.035095,1709.449951,1507.057251,781.391907,1724.258789,1521.387573,727.515869,1710.609375
740,0,1173.881958,765.063049,746.626465,1199.505615,754.974792,745.435852,1220.336304,746.307007,747.746643,1094.953491,751.760071,744.164734,1117.648438,730.834290,744.676697,1141.345093,711.271912,746.883301,1130.802124,793.272949,744.261841,1127.500977,822.220886,745.211670,1081.590088,807.015015,745.528625,1011.853943,802.223206,745.378235,1523.826660,832.033081,1709.458252,1507.053955,781.387573,1724.251709,1521.410522,727.521912,1710.606689
741,0,1173.889893,765.028442,746.598816,1199.498413,754.951538,745.411255,1220.343994,746.302307,747.733093,1094.946289,751.750549,744.164368,1117.646973,730.824341,744.669434,1141.347046,711.256592,746.869507,1130.939819,793.306030,744.260864,1127.419556,822.074158,744.973145,1081.591919,807.013306,745.510986,1011.849304,802.212341,745.370239,1523.849976,832.055298,1709.448486,1507.058594,781.380920,1724.256470,1521.422485,727.488159,1710.604248
742,0,1173.890503,765.040527,746.624390,1199.501587,754.943298,745.406799,1220.333008,746.300537,747.741699,1094.952026,751.744690,744.164246,1117.647705,730.830566,744.685852,1141.344849,711.254883,746.876160,1130.951050,793.365234,744.346497,1127.505981,822.211670,745.201965,1081.588013,806.998413,745.514282,1011.854309,802.217957,745.384583,1523.844849,832.053406,1709.449585,1507.057983,781.392578,1724.264038,1521.411743,727.510559,1710.593750
743,0,1173.883911,765.054565,746.622864,1199.505371,754.969788,745.434021,1220.343140,746.289124,747.737366,1094.945435,751.756653,744.171509,1117.645874,730.837219,744.692749,1141.343384,711.264709,746.888733,1130.954102,793.371643,744.344788,1127.500366,822.210144,745.207520,1081.588867,807.023804,745.535339,1011.839722,802.213013,745.369873,1523.842285,832.050659,1709.447876,1507.053223,781.392761,1724.265869,1521.395264,727.508240,1710.606323
744,0,1173.881592,765.058472,746.606689,1199.499634,754.960754,745.409058,1220.338135,746.308228,747.742798,1094.955933,751.764038,744.159912,1117.645874,730.830322,744.681152,1141.337158,711.268738,746.882874,1130.802856,793.289856,744.258484,1127.416870,822.078369,744.961670,1081.585693,807.019958,745.503418,1011.843323,802.219910,745.368835,1524.664062,832.375854,1709.739380,1507.053345,781.391541,1724.258911,1521.403931,727.527283,1710.607544
745,0,1173.897095,765.041382,746.615845,1199.509155,754.948120,745.414368,1220.340454,746.298157,747.732544,1094.951904,751.746277,744.158752,1117.643555,730.834045,744.687683,1141.341309,711.250793,746.868286,1130.936279,793.420898,744.421021,1127.497314,822.220764,745.216553,1081.589844,807.012329,745.522888,1011.842224,802.214539,745.373962,1523.835815,832.046326,1709.450928,1507.054810,781.382812,1724.246216,1521.388550,727.517517,1710.601685
746,0,1173.886597,765.030396,746.623840,1199.504517,754.942688,745.407837,1220.343140,746.284363,747.736572,1094.949951,751.730530,744.162048,1117.643555,730.830750,744.696167,1141.344482,711.244446,746.876953,1131.039185,793.337280,744.332947,1127.508179,822.211792,745.228943,1081.594849,807.016174,745.533691,1011.850464,802.205383,745.369019,1523.838989,832.055298,1709.448975,1507.052979,781.382874,1724.255859,1521.402710,727.538940,1710.606201
747,0,1173.878784,765.048157,746.624817,1199.497437,754.957703,745.436340,1220.333862,746.298218,747.744690,1094.931152,751.741089,744.158447,1117.639771,730.830688,744.686523,1141.337280,711.249146,746.881042,1130.947266,793.363159,744.340393,1127.499634,822.214905,745.209290,1081.586914,807.009399,745.524048,1011.849304,802.222839,745.389709,1523.820679,832.032837,1709.431641,1507.053955,781.390564,1724.265015,1521.390503,727.522522,1710.605713
748,0,1173.878784,765.047058,746.605042,1199.504395,754.957581,745.413391,1220.344971,746.310303,747.737366,1094.945190,751.760193,744.170471,1117.639038,730.832031,744.679443,1141.341064,711.269958,746.875732,1130.933594,793.309814,744.258484,1127.505737,822.228943,745.214172,1081.599854,807.027405,745.527649,1011.839539,802.219666,745.371643,1523.832520,832.045959,1709.454590,1507.053101,781.384766,1724.251343,1521.407715,727.524353,1710.598145
749,0,1173.883301,765.028442,746.588196,1199.506470,754.946655,745.415283,1220.338867,746.286926,747.730957,1094.942261,751.734009,744.154480,1117.642700,730.831055,744.689697,1141.345825,711.245789,746.865967,1130.797485,793.279785,744.276917,1127.506470,822.218567,745.214355,1081.586548,807.009155,745.517395,1011.847595,802.200928,745.354980,1524.664917,832.382629,1709.743896,1507.059937,781.390564,1724.260376,1521.398682,727.519409,1710.600830
750,0,1173.891479,765.045471,746.624023,1199.498291,754.940063,745.430786,1220.338623,746.298157,747.745972,1094.940186,751.754700,744.176270,1117.640259,730.825928,744.695435,1141.343994,711.245178,746.881104,1130.950562,793.355652,744.353210,1127.503784,822.214783,745.220398,1081.595459,806.996643,745.528503,1011.851074,802.211853,745.380493,1523.842041,832.046326,1709.440308,1507.052246,781.385742,1724.259888,1521.390869,727.501770,1710.585083
751,0,1173.882690,765.054504,746.628479,1199.493408,754.953186,745.422607,1220.329956,746.290955,747.737183,1094.942505,751.743652,744.162048,1117.646118,730.821960,744.686951,1141.333130,711.248901,746.873169,1130.940430,793.363098,744.358093,1127.491943,822.205872,745.201233,1081.583374,807.007812,745.525208,1011.841675,802.227356,745.391724,1523.825073,832.032593,1709.442749,1507.048218,781.391602,1724.261841,1521.403076,727.516235,1710.604370
752,0,1173.889771,765.055237,746.625854,1199.491455,754.957031,745.428528,1220.333862,746.301636,747.742004,1094.949097,751.752991,744.165039,1117.643066,730.837830,744.686890,1141.332153,711.250427,746.854370,1130.947876,793.383484,744.351624,1127.505127,822.210022,745.202026,1081.591797,807.008118,745.513855,1011.847046,802.214844,745.370056,1523.834473,832.035889,1709.445801,1507.053101,781.387695,1724.255371,1521.385620,727.506348,1710.588623
753,0,1173.886963,765.042542,746.615112,1199.503296,754.951538,745.421387,1220.334351,746.300903,747.739380,1094.950317,751.753174,744.170593,1117.649658,730.831238,744.684448,1141.347168,711.257202,746.879272,1130.955688,793.374695,744.360596,1127.507690,822.215698,745.220215,1081.594360,807.019104,745.519348,1011.853821,802.224792,745.384155,1523.849731,832.065857,1709.465088,1507.053467,781.382019,1724.254761,1521.390991,727.502869,1710.601318
754,0,1173.885010,765.032288,746.619507,1199.495850,754.950378,745.440857,1220.334961,746.293823,747.744568,1094.939941,751.740967,744.157471,1117.634521,730.821960,744.674072,1141.344604,711.238770,746.877686,1130.800659,793.272095,744.276123,1127.413330,822.066528,744.986938,1081.587158,807.014282,745.526794,1011.842834,802.206421,745.367432,1523.843506,832.060364,1709.454346,1507.052490,781.388855,1724.271240,1521.404663,727.520874,1710.587769
755,0,1173.886597,765.032043,746.617676,1199.494019,754.948364,745.434326,1220.324585,746.293579,747.739563,1094.944214,751.741150,744.167480,1117.639893,730.830261,744.682861,1141.335449,711.247131,746.877258,1130.950684,793.374512,744.351685,1127.411377,822.062500,744.975037,1081.577026,807.007202,745.519592,1011.842346,802.222595,745.391174,1523.829468,832.046936,1709.445190,1507.051758,781.391907,1724.268677,1521.386841,727.537415,1710.614502
756,0,1173.885742,765.055420,746.627686,1199.501099,754.960388,745.419739,1220.330444,746.310059,747.743164,1094.940918,751.766602,744.160645,1117.642578,730.837402,744.679688,1141.336060,711.257446,746.866028,1130.849243,793.191772,744.151367,1127.501343,822.215210,745.206848,1081.588745,807.013550,745.517029,1011.837830,802.220764,745.375427,1523.838623,832.036743,1709.455444,1507.057129,781.390137,1724.252197,1521.390137,727.516296,1710.604492
757,0,1173.889771,765.039673,746.607483,1199.504150,754.957458,745.428406,1220.338989,746.301331,747.738770,1094.957153,751.768066,744.177734,1117.650146,730.834717,744.688660,1141.344482,711.255798,746.877502,1130.966187,793.363159,744.340149,1127.512695,822.224365,745.222717,1081.590332,807.027954,745.544983,1011.850342,802.222717,745.379456,1523.828979,832.032471,1709.444946,1507.057617,781.391724,1724.268188,1521.410278,727.518494,1710.608154
758,0,1173.884766,765.024292,746.610291,1199.503174,754.921814,745.416870,1220.335083,746.297424,747.740417,1094.951416,751.752380,744.167358,1117.643433,730.822693,744.691223,1141.342773,711.253296,746.874939,1130.948486,793.399109,744.421143,1127.501953,822.217896,745.226624,1081.594971,806.997192,745.514099,1011.844421,802.203918,745.373657,1523.837158,832.037354,1709.444824,1507.055298,781.387390,1724.256226,1521.394165,727.537598,1710.605591
759,0,1173.875732,765.038879,746.609314,1199.502319,754.944763,745.414795,1220.331299,746.293091,747.744995,1094.942993,751.746277,744.160156,1117.645874,730.821960,744.681641,1141.335571,711.248779,746.868530,1130.787109,793.279907,744.272278,1127.494263,822.212524,745.218567,1081.586914,807.000671,745.518005,1011.843445,802.216858,745.385193,1523.825928,832.045532,1709.448120,1507.053345,781.386841,1724.251953,1521.394287,727.510132,1710.603149
760,0,1173.892944,765.052490,746.620117,1199.502808,754.966370,745.429932,1220.339966,746.309875,747.738708,1094.947021,751.763123,744.159729,1117.650513,730.843445,744.685059,1141.351318,711.268555,746.877380,1130.806030,793.277039,744.260925,1127.499268,822.221741,745.207153,1081.590942,807.021362,745.518433,1011.839539,802.221680,745.371216,1523.832886,832.040894,1709.455322,1507.054810,781.397949,1724.262085,1521.395386,727.529480,1710.592163
761,0,1173.895264,765.048889,746.617004,1199.502686,754.960815,745.422363,1220.344360,746.310364,747.746399,1094.948364,751.760193,744.175537,1117.641357,730.833862,744.685974,1141.344849,711.257568,746.874634,1130.893433,793.254211,744.239868,1127.420532,822.084534,744.985413,1081.594971,807.015076,745.510681,1011.854065,802.215393,745.373596,1523.843506,832.040222,1709.456055,1507.051147,781.386841,1724.258057,1521.391846,727.524719,1710.590576
762,0,1173.888672,765.024902,746.609375,1199.503296,754.939575,745.414673,1220.337402,746.292114,747.743286,1094.948486,751.748657,744.165955,1117.645874,730.816711,744.681091,1141.342529,711.254944,746.890564,1130.806885,793.272461,744.272400,1127.503174,822.218567,745.232178,1081.588379,807.004517,745.523621,1011.842712,802.214294,745.375061,1523.822876,832.026611,1709.443970,1507.055420,781.383545,1724.257690,1521.365479,727.513550,1710.581787
763,0,1173.882690,765.048889,746.633362,1199.497070,754.932678,745.406860,1220.326416,746.291016,747.729004,1094.939209,751.759399,744.166504,1117.647095,730.829041,744.680603,1141.336060,711.251526,746.874817,1130.948486,793.360779,744.347046,1127.399048,822.072937,744.985046,1081.583862,807.007141,745.530701,1011.841797,802.210571,745.378479,1523.837402,832.044556,1709.448486,1507.052856,781.399658,1724.256836,1521.404053,727.522278,1710.594116
764,0,1173.887451,765.071716,746.648926,1199.504639,754.963562,745.428833,1220.335327,746.316406,747.751709,1094.951904,751.770691,744.176270,1117.642700,730.847412,744.695496,1141.339233,711.271667,746.883789,1130.941528,793.370300,744.342407,1127.417725,822.064209,744.961060,1081.601318,807.025940,745.530212,1011.856812,802.224182,745.379700,1523.826660,832.027405,1709.449341,1507.053223,781.396484,1724.253174,1521.393311,727.519226,1710.596558
765,0,1173.890015,765.044739,746.618408,1199.506592,754.952576,745.423096,1220.334961,746.300537,747.733582,1094.951416,751.760864,744.167480,1117.645874,730.840881,744.697083,1141.348511,711.255981,746.872742,1130.962524,793.387024,744.362976,1127.410889,822.085632,744.992615,1081.598267,807.015503,745.527710,1011.858704,802.214417,745.376465,1523.834106,832.036987,1709.448975,1507.051392,781.384644,1724.246094,1521.401489,727.507751,1710.593750
766,0,1173.882690,765.033447,746.612000,1199.495605,754.929932,745.415039,1220.328979,746.287231,747.739014,1094.947632,751.741333,744.163879,1117.645874,730.827637,744.691101,1141.337280,711.236816,746.871094,1130.796265,793.269897,744.279663,1127.498169,822.209656,745.233582,1081.583008,807.006836,745.526794,1011.846558,802.193359,745.372131,1523.814087,832.037659,1709.441895,1507.051270,781.390381,1724.262329,1521.377808,727.513550,1710.584473
767,0,1173.878906,765.045837,746.624084,1199.498169,754.939026,745.418884,1220.321655,746.294250,747.739502,1094.947632,751.742737,744.167175,1117.645996,730.813660,744.678467,1141.331787,711.244995,746.876221,1130.922485,793.300781,744.269653,1127.418823,822.060486,744.985901,1081.584595,807.003052,745.532776,1011.863464,802.198486,745.379761,1523.818115,832.041077,1709.444336,1507.053589,781.390930,1724.266479,1521.389526,727.508301,1710.593994
768,0,1173.883545,765.043274,746.615601,1199.486450,754.966858,745.447998,1220.340210,746.311523,747.744629,1094.948242,751.764648,744.174683,1117.647095,730.854126,744.705688,1141.337280,711.270203,746.884277,1130.928955,793.317200,744.275146,1127.499390,822.221008,745.217468,1081.587402,807.030518,745.535034,1011.879333,802.201111,745.383362,1523.824463,832.017273,1709.441895,1507.046631,781.386292,1724.250488,1521.383545,727.521729,1710.604980
769,0,1173.888794,765.040161,746.615112,1199.500610,754.964294,745.434082,1220.341553,746.302185,747.742432,1094.947632,751.752319,744.160400,1117.642212,730.834106,744.692322,1141.342896,711.263489,746.879517,1130.955933,793.383179,744.358948,1127.427002,822.089111,744.998352,1081.592163,807.026123,745.529907,1011.900635,802.180664,745.379883,1523.832397,832.024170,1709.438232,1507.052124,781.384644,1724.260742,1521.392578,727.545837,1710.581787
770,0,1173.878174,765.030823,746.606079,1199.491577,754.939148,745.413452,1220.335205,746.281189,747.730225,1094.943237,751.732056,744.159546,1117.635620,730.815857,744.685364,1141.333984,711.242798,746.865845,1130.942993,793.361633,744.344299,1127.503296,822.204468,745.217957,1081.586426,806.991882,745.520508,1011.923889,802.129761,745.358093,1523.837524,832.050720,1709.450684,1507.057495,781.387207,1724.250000,1521.397827,727.529236,1710.579102
771,0,1173.874756,765.034607,746.631531,1199.494995,754.925903,745.413208,1220.324463,746.296204,747.735901,1094.940308,751.736206,744.163391,1117.642822,730.823975,744.692139,1141.332886,711.259216,746.876892,1130.958008,793.365112,744.346924,1127.405762,822.062561,744.979065,1081.584961,806.994141,745.511230,1011.932739,802.150696,745.385803,1524.666016,832.391602,1709.734375,1507.053467,781.386169,1724.251587,1521.395020,727.502319,1710.602539
772,0,1173.885864,765.041687,746.616882,1199.498535,754.952698,745.435852,1220.325439,746.305786,747.752686,1094.950806,751.766602,744.172974,1117.641846,730.842468,744.696838,1141.326904,711.263794,746.882996,1130.971436,793.380493,744.362366,1127.490723,822.217468,745.224060,1081.584961,807.004333,745.522827,1011.942993,802.173889,745.425415,1523.825928,832.046875,1709.450562,1507.048950,781.400024,1724.264893,1521.389404,727.517090,1710.595093
773,0,1173.884766,765.051880,746.635132,1199.502441,754.942322,745.431458,1220.339722,746.306030,747.755127,1094.941162,751.754944,744.165039,1117.648193,730.835083,744.689575,1141.339478,711.251465,746.878296,1130.990479,793.402161,744.389709,1127.501709,822.221008,745.218994,1081.593872,807.011963,745.516907,1011.967529,802.198242,745.464539,1523.832520,832.039429,1709.454834,1507.054932,781.392700,1724.266235,1521.381226,727.538269,1710.599487
774,0,1173.882324,765.023865,746.599792,1199.493774,754.937378,745.408813,1220.336670,746.282776,747.728271,1094.937866,751.735291,744.151611,1117.642456,730.823914,744.675232,1141.340088,711.244690,746.852966,1130.999634,793.390076,744.379578,1127.495728,822.201477,745.207275,1081.590454,807.002991,745.510864,1011.956787,802.194397,745.474365,1523.841431,832.040405,1709.448853,1507.055054,781.386169,1724.263184,1521.399780,727.524597,1710.577881
775,0,1173.884888,765.052429,746.632935,1199.493652,754.936768,745.434448,1220.333618,746.298706,747.742126,1094.948364,751.749939,744.173584,1117.641357,730.828369,744.696228,1141.334106,711.245117,746.872009,1130.794800,793.277710,744.279236,1127.491821,822.208923,745.216431,1081.587280,807.019165,745.540955,1011.960266,802.228882,745.508484,1524.659058,832.369019,1709.734497,1507.052124,781.393005,1724.264160,1521.396362,727.540710,1710.604858
